Year,Nearest Census Year,Field of study,Education,Education Level Group,Graduates,Graduates (5Y),Tuition,Median income
2010,2011,Mathematics & CIS,Master's or equivalent,Graduate,2118.0,12963.0,6102.919973544975,
2010,2011,Mathematics & CIS,Doctoral or equivalent,Graduate,414.0,8913.0,6102.919973544975,
2011,2011,Mathematics & CIS,Bachelor's or equivalent,Undergraduate,4026.0,10977.0,6151.871031746033,
2011,2011,Mathematics & CIS,Master's or equivalent,Graduate,2247.0,12825.0,6082.701058201059,
2011,2011,Mathematics & CIS,Doctoral or equivalent,Graduate,408.0,9213.0,6082.701058201059,
2012,2011,Mathematics & CIS,Bachelor's or equivalent,Undergraduate,4140.0,11235.0,6439.192460317461,55650.0
2012,2011,Mathematics & CIS,Master's or equivalent,Graduate,2304.0,13125.0,6161.448412698413,72350.0
2012,2011,Mathematics & CIS,Doctoral or equivalent,Graduate,423.0,9522.0,6161.448412698413,81100.0
2013,2011,Mathematics & CIS,Bachelor's or equivalent,Undergraduate,4566.0,11841.0,6645.638227513228,58800.0
2013,2011,Mathematics & CIS,Master's or equivalent,Graduate,2622.0,14055.0,6385.9847883597895,72150.0
2013,2011,Mathematics & CIS,Doctoral or equivalent,Graduate,474.0,10389.0,6385.9847883597895,82600.0
2014,2016,Mathematics & CIS,Bachelor's or equivalent,Undergraduate,5022.0,13107.0,6986.167328042329,60050.0
2014,2016,Mathematics & CIS,Master's or equivalent,Graduate,2541.0,15225.0,6426.42261904762,74850.0
2014,2016,Mathematics & CIS,Doctoral or equivalent,Graduate,459.0,11118.0,6426.42261904762,82600.0
2015,2016,Mathematics & CIS,Bachelor's or equivalent,Undergraduate,5451.0,13947.0,7186.228174603176,55750.0
2015,2016,Mathematics & CIS,Master's or equivalent,Graduate,2562.0,16035.0,6515.811507936509,73550.0
2015,2016,Mathematics & CIS,Doctoral or equivalent,Graduate,435.0,11448.0,6515.811507936509,87100.0
2016,2016,Mathematics & CIS,Bachelor's or equivalent,Undergraduate,5910.0,14817.0,7354.364417989419,56800.0
2016,2016,Mathematics & CIS,Master's or equivalent,Graduate,2781.0,17139.0,8222.713624338625,71150.0
2016,2016,Mathematics & CIS,Doctoral or equivalent,Graduate,477.0,12165.0,8222.713624338625,79700.0
2017,2016,Mathematics & CIS,Bachelor's or equivalent,Undergraduate,6975.0,16578.0,7616.146164021165,59800.0
2017,2016,Mathematics & CIS,Master's or equivalent,Graduate,2859.0,19002.0,8523.86904761905,70650.0
2017,2016,Mathematics & CIS,Doctoral or equivalent,Graduate,450.0,13542.0,8523.86904761905,89200.0
2018,2021,Mathematics & CIS,Bachelor's or equivalent,Undergraduate,7605.0,18366.0,7789.603174603176,62750.0
2018,2021,Mathematics & CIS,Master's or equivalent,Graduate,3075.0,20964.0,8998.481481481484,77150.0
2018,2021,Mathematics & CIS,Doctoral or equivalent,Graduate,471.0,14460.0,8998.481481481484,91200.0
2019,2021,Mathematics & CIS,Bachelor's or equivalent,Undergraduate,8931.0,20532.0,7251.141534391535,66250.0
2019,2021,Mathematics & CIS,Master's or equivalent,Graduate,3717.0,23799.0,8933.568121693123,77800.0
2019,2021,Mathematics & CIS,Doctoral or equivalent,Graduate,489.0,16683.0,8933.568121693123,95000.0
2020,2021,Mathematics & CIS,Bachelor's or equivalent,Undergraduate,10161.0,23769.0,7301.156746031747,64750.0
2020,2021,Mathematics & CIS,Master's or equivalent,Graduate,4206.0,27504.0,9111.281746031747,78200.0
2020,2021,Mathematics & CIS,Doctoral or equivalent,Graduate,459.0,19032.0,9111.281746031747,100600.0
2021,2021,Mathematics & CIS,Bachelor's or equivalent,Undergraduate,12051.0,27366.0,7317.119047619049,66850.0
2021,2021,Mathematics & CIS,Master's or equivalent,Graduate,5220.0,32097.0,9260.26322751323,78650.0
2021,2021,Mathematics & CIS,Doctoral or equivalent,Graduate,507.0,22443.0,9260.26322751323,85600.0
2022,2021,Mathematics & CIS,Bachelor's or equivalent,Undergraduate,12453.0,30690.0,7527.821428571429,63450.0
2022,2021,Mathematics & CIS,Master's or equivalent,Graduate,4590.0,34821.0,9564.611111111113,81350.0
2022,2021,Mathematics & CIS,Doctoral or equivalent,Graduate,492.0,23262.0,9564.611111111113,90500.0
2000,2001,Social Sciences and Law,Bachelor's or equivalent,Undergraduate,28314.0,,,
2000,2001,Social Sciences and Law,Master's or equivalent,Graduate,5541.0,,,
2000,2001,Social Sciences and Law,Doctoral or equivalent,Graduate,699.0,,,
2001,2001,Social Sciences and Law,Bachelor's or equivalent,Undergraduate,26961.0,,,
2001,2001,Social Sciences and Law,Master's or equivalent,Graduate,6231.0,67746.0,,
2001,2001,Social Sciences and Law,Doctoral or equivalent,Graduate,753.0,40185.0,,
2002,2001,Social Sciences and Law,Bachelor's or equivalent,Undergraduate,27795.0,62439.0,,
2002,2001,Social Sciences and Law,Master's or equivalent,Graduate,6387.0,68127.0,,
2002,2001,Social Sciences and Law,Doctoral or equivalent,Graduate,711.0,41877.0,,
2003,2001,Social Sciences and Law,Bachelor's or equivalent,Undergraduate,29100.0,64746.0,,
2003,2001,Social Sciences and Law,Master's or equivalent,Graduate,6579.0,70572.0,,
2003,2001,Social Sciences and Law,Doctoral or equivalent,Graduate,666.0,43443.0,,
2004,2006,Social Sciences and Law,Bachelor's or equivalent,Undergraduate,30642.0,67698.0,,
2004,2006,Social Sciences and Law,Master's or equivalent,Graduate,6951.0,73938.0,,
2004,2006,Social Sciences and Law,Doctoral or equivalent,Graduate,726.0,45564.0,,
2005,2006,Social Sciences and Law,Bachelor's or equivalent,Undergraduate,31890.0,70875.0,,
2005,2006,Social Sciences and Law,Master's or equivalent,Graduate,7302.0,77511.0,,
2005,2006,Social Sciences and Law,Doctoral or equivalent,Graduate,798.0,47667.0,,
2006,2006,Social Sciences and Law,Bachelor's or equivalent,Undergraduate,34869.0,75585.0,5957.130952380953,
2006,2006,Social Sciences and Law,Master's or equivalent,Graduate,7587.0,82446.0,3481.9100529100533,
2006,2006,Social Sciences and Law,Doctoral or equivalent,Graduate,801.0,51357.0,3481.9100529100533,
2007,2006,Social Sciences and Law,Bachelor's or equivalent,Undergraduate,39168.0,83223.0,6143.889880952382,
2007,2006,Social Sciences and Law,Master's or equivalent,Graduate,7878.0,90303.0,4057.617063492064,
2007,2006,Social Sciences and Law,Doctoral or equivalent,Graduate,870.0,56304.0,4057.617063492064,
2008,2006,Social Sciences and Law,Bachelor's or equivalent,Undergraduate,37263.0,85980.0,6534.434193121694,
2008,2006,Social Sciences and Law,Master's or equivalent,Graduate,8124.0,93303.0,4015.0509259259265,
2008,2006,Social Sciences and Law,Doctoral or equivalent,Graduate,954.0,55089.0,4015.0509259259265,
2009,2011,Social Sciences and Law,Bachelor's or equivalent,Undergraduate,37536.0,84747.0,6736.09126984127,
2009,2011,Social Sciences and Law,Master's or equivalent,Graduate,8676.0,92553.0,4764.214947089948,
2009,2011,Social Sciences and Law,Doctoral or equivalent,Graduate,969.0,56259.0,4764.214947089948,
2010,2011,Social Sciences and Law,Bachelor's or equivalent,Undergraduate,36864.0,84999.0,7046.291997354499,
2010,2011,Social Sciences and Law,Master's or equivalent,Graduate,9291.0,93336.0,4774.856481481482,
2010,2011,Social Sciences and Law,Doctoral or equivalent,Graduate,1032.0,56832.0,4774.856481481482,
2011,2011,Social Sciences and Law,Bachelor's or equivalent,Undergraduate,37002.0,85158.0,7444.285383597885,
2011,2011,Social Sciences and Law,Master's or equivalent,Graduate,9867.0,94056.0,5642.141534391535,
2011,2011,Social Sciences and Law,Doctoral or equivalent,Graduate,1158.0,58350.0,5642.141534391535,
2012,2011,Social Sciences and Law,Bachelor's or equivalent,Undergraduate,38466.0,87525.0,7723.093584656086,42100.0
2012,2011,Social Sciences and Law,Master's or equivalent,Graduate,10041.0,96534.0,5717.696428571429,62400.0
2012,2011,Social Sciences and Law,Doctoral or equivalent,Graduate,1179.0,60711.0,5717.696428571429,82700.0
2013,2011,Social Sciences and Law,Bachelor's or equivalent,Undergraduate,41238.0,92082.0,8063.622685185186,47100.0
2013,2011,Social Sciences and Law,Master's or equivalent,Graduate,10353.0,101277.0,6208.271164021165,55750.0
2013,2011,Social Sciences and Law,Doctoral or equivalent,Graduate,1260.0,64071.0,6208.271164021165,79700.0
2014,2016,Social Sciences and Law,Bachelor's or equivalent,Undergraduate,42207.0,96237.0,8437.140542328043,43400.0
2014,2016,Social Sciences and Law,Master's or equivalent,Graduate,10311.0,105369.0,6127.395502645503,60800.0
2014,2016,Social Sciences and Law,Doctoral or equivalent,Graduate,1356.0,65487.0,6127.395502645503,78300.0
2015,2016,Social Sciences and Law,Bachelor's or equivalent,Undergraduate,42582.0,97716.0,8700.51851851852,42300.0
2015,2016,Social Sciences and Law,Master's or equivalent,Graduate,10560.0,107016.0,6542.415343915345,62000.0
2015,2016,Social Sciences and Law,Doctoral or equivalent,Graduate,1344.0,66153.0,6542.415343915345,80800.0
2016,2016,Social Sciences and Law,Bachelor's or equivalent,Undergraduate,42363.0,98205.0,9943.449735449736,41100.0
2016,2016,Social Sciences and Law,Master's or equivalent,Graduate,10890.0,107739.0,6126.33134920635,56050.0
2016,2016,Social Sciences and Law,Doctoral or equivalent,Graduate,1428.0,66585.0,6126.33134920635,78000.0
2017,2016,Social Sciences and Law,Bachelor's or equivalent,Undergraduate,42543.0,98568.0,9867.894841269843,41700.0
2017,2016,Social Sciences and Law,Master's or equivalent,Graduate,11307.0,108531.0,6045.4556878306885,59000.0
2017,2016,Social Sciences and Law,Doctoral or equivalent,Graduate,1467.0,67635.0,6045.4556878306885,72000.0
2018,2021,Social Sciences and Law,Bachelor's or equivalent,Undergraduate,40329.0,97074.0,10172.242724867727,42700.0
2018,2021,Social Sciences and Law,Master's or equivalent,Graduate,11265.0,106911.0,6575.404100529101,60150.0
2018,2021,Social Sciences and Law,Doctoral or equivalent,Graduate,1461.0,65829.0,6575.404100529101,78100.0
2019,2021,Social Sciences and Law,Bachelor's or equivalent,Undergraduate,41598.0,96120.0,9621.011243386245,42450.0
2019,2021,Social Sciences and Law,Master's or equivalent,Graduate,11313.0,105966.0,6423.23015873016,62700.0
2019,2021,Social Sciences and Law,Doctoral or equivalent,Graduate,1413.0,67050.0,6423.23015873016,81300.0
2020,2021,Social Sciences and Law,Bachelor's or equivalent,Undergraduate,41961.0,97746.0,9772.121031746034,43700.0
2020,2021,Social Sciences and Law,Master's or equivalent,Graduate,11199.0,107484.0,6477.501984126985,63700.0
2020,2021,Social Sciences and Law,Doctoral or equivalent,Graduate,1335.0,67221.0,6477.501984126985,82600.0
2021,2021,Social Sciences and Law,Bachelor's or equivalent,Undergraduate,45612.0,101520.0,9892.370370370372,45900.0
2021,2021,Social Sciences and Law,Master's or equivalent,Graduate,12459.0,112566.0,6915.933201058202,64300.0
2021,2021,Social Sciences and Law,Doctoral or equivalent,Graduate,1533.0,72138.0,6915.933201058202,81100.0
2022,2021,Social Sciences and Law,Bachelor's or equivalent,Undergraduate,44349.0,105288.0,10154.684193121695,46400.0
2022,2021,Social Sciences and Law,Master's or equivalent,Graduate,11781.0,115734.0,6522.196428571429,68800.0
2022,2021,Social Sciences and Law,Doctoral or equivalent,Graduate,1422.0,71544.0,6522.196428571429,82300.0
